-1,000	-2,000	101,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	101,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	101,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	101,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	101,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	101,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	101,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	101,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	101,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	101,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	101,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	101,000
-1,000	-2,000	101,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	101,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	101,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	101,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	101,000
-1,000	-2,000	101,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	101,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	101,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	101,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	101,000
-1,000	-2,000	101,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	101,000
-1,000	-2,000	101,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	101,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	101,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
-1,000	-2,000	101,000
-1,000	-2,000	100,000
-1,000	-2,000	100,000
